"Age","LoanAmount","CreditScore","MonthsEmployed","NumCreditLines","InterestRate","LoanTerm","Education","EmploymentType","MaritalStatus","HasCoSigner","Default","Income100k"
26,111819,704,21,3,19.79,24,"Master's","Full-time","Divorced","No",0,0.63359
35,36660,465,68,1,9.5,48,"PhD","Unemployed","Married","No",0,0.53618
19,214483,671,13,1,24.42,60,"Bachelor's","Self-employed","Married","No",1,0.72085
59,103227,616,37,1,16.78,48,"PhD","Self-employed","Divorced","Yes",0,1.31828
64,97249,354,54,2,17.41,48,"Master's","Unemployed","Single","No",0,0.57611
27,115667,443,28,3,12.27,36,"Bachelor's","Part-time","Single","Yes",1,0.7203
27,40698,347,15,3,18.74,60,"Bachelor's","Self-employed","Married","Yes",1,0.89726
36,165001,705,119,3,22.07,60,"PhD","Part-time","Single","Yes",0,0.34927
30,230476,642,49,3,21.16,60,"Bachelor's","Unemployed","Single","No",1,0.34426
60,80577,306,96,1,2.51,48,"PhD","Full-time","Divorced","Yes",0,1.17938
26,56266,746,114,3,11.52,48,"PhD","Unemployed","Divorced","No",0,1.00377
28,176341,731,88,2,3.27,48,"Bachelor's","Self-employed","Single","Yes",0,1.31949
48,123827,743,109,1,17.77,48,"Bachelor's","Unemployed","Divorced","No",0,0.93475
22,35650,614,46,2,15.07,24,"Master's","Self-employed","Single","No",0,0.90266
55,228629,711,47,3,12.97,48,"PhD","Unemployed","Divorced","Yes",0,0.56451
20,119250,648,50,2,23.24,12,"PhD","Full-time","Single","Yes",0,0.67208
20,157445,681,72,1,20.67,60,"Master's","Part-time","Married","No",0,0.51148
44,241057,799,85,2,7.6,60,"Bachelor's","Unemployed","Married","No",0,0.41798
33,108439,531,63,1,15.8,36,"High School","Self-employed","Married","Yes",0,0.9382
36,160805,330,48,1,24.13,12,"High School","Unemployed","Single","No",0,1.23222
57,179769,527,85,2,7.2,12,"Bachelor's","Self-employed","Single","Yes",0,0.86311
68,59294,366,62,2,7.2,60,"Bachelor's","Unemployed","Divorced","No",0,0.54394
48,44145,353,107,1,17.44,48,"Bachelor's","Part-time","Married","No",0,0.57532
41,195788,383,9,1,14.52,60,"High School","Full-time","Married","Yes",0,0.43681
43,159997,844,93,2,13.56,12,"PhD","Full-time","Single","Yes",0,1.07607
40,204629,461,2,4,4.49,12,"High School","Part-time","Divorced","Yes",0,1.45895
25,128182,731,81,4,11.6,60,"PhD","Unemployed","Divorced","Yes",0,0.39544
55,172886,660,32,1,24.99,60,"PhD","Self-employed","Married","Yes",0,0.52722
38,88408,713,118,1,14.34,36,"Master's","Part-time","Single","No",0,0.96089
59,239713,645,108,1,14.92,48,"Bachelor's","Self-employed","Single","No",0,0.45248
65,171935,496,42,3,17.73,24,"High School","Unemployed","Married","Yes",0,0.25623
59,203333,422,18,3,4.57,48,"Master's","Self-employed","Divorced","Yes",0,0.77965
20,14641,336,74,1,24.75,36,"Master's","Full-time","Married","No",0,0.99447
30,139520,625,34,4,10.21,60,"Bachelor's","Self-employed","Single","Yes",0,0.85498
66,50132,340,75,2,20.85,60,"High School","Unemployed","Married","Yes",0,0.34431
18,193539,648,29,1,3.56,60,"Master's","Full-time","Single","No",0,0.90311
51,82405,839,111,2,10.01,12,"Master's","Unemployed","Divorced","No",0,1.23336
42,141904,392,22,1,7.06,48,"PhD","Unemployed","Married","Yes",0,0.49007
47,156649,458,43,2,10.3,36,"Master's","Unemployed","Divorced","Yes",0,1.40775
31,221659,650,6,4,24.38,60,"High School","Full-time","Divorced","Yes",1,0.71429
32,69882,506,107,1,21.54,24,"High School","Self-employed","Divorced","No",1,1.42362
57,213387,502,33,2,8.76,48,"High School","Unemployed","Divorced","No",0,1.33791
59,165930,847,82,2,13.41,48,"Bachelor's","Unemployed","Married","Yes",0,1.48793
49,219700,366,58,1,24.94,12,"Master's","Full-time","Single","Yes",0,0.3147
28,68080,407,35,4,6.2,24,"Master's","Unemployed","Married","Yes",1,1.24568
56,232090,781,75,2,5.39,24,"Master's","Part-time","Divorced","Yes",0,1.20223
69,156311,347,82,1,11.97,24,"High School","Unemployed","Single","No",0,1.31529
62,247751,674,74,4,15.71,60,"Master's","Part-time","Married","Yes",0,0.61024
67,152241,646,4,3,14.56,36,"High School","Full-time","Divorced","No",0,1.28997
49,128488,449,97,2,14.42,60,"Master's","Unemployed","Single","Yes",0,0.93739
57,223856,652,70,1,24.66,48,"PhD","Part-time","Married","No",0,1.17369
33,163995,578,42,3,4.03,60,"Master's","Unemployed","Married","Yes",0,0.76257
40,184410,331,27,4,7.16,12,"PhD","Part-time","Married","Yes",0,0.58927
49,70839,432,52,1,24.52,60,"High School","Full-time","Divorced","No",0,1.48362
65,78602,655,33,3,6.99,48,"Bachelor's","Full-time","Single","No",0,0.21049
45,11682,737,62,2,13.56,12,"Bachelor's","Full-time","Married","Yes",0,0.95136
61,78745,827,23,3,17.51,12,"Bachelor's","Unemployed","Married","Yes",0,0.70042
67,103077,523,100,1,20.21,12,"PhD","Self-employed","Married","Yes",0,0.9822
60,32964,628,52,2,23.52,36,"Bachelor's","Part-time","Divorced","No",1,1.43321
31,18049,419,29,3,20.58,48,"Master's","Unemployed","Divorced","No",1,1.00626
64,246431,714,16,4,18.42,36,"PhD","Part-time","Divorced","No",1,1.02614
64,13436,335,50,3,15.6,48,"Bachelor's","Self-employed","Married","Yes",0,0.80357
45,74377,636,52,1,17.99,60,"Master's","Self-employed","Married","Yes",0,1.4113
30,24643,623,76,2,6.3,24,"Master's","Self-employed","Single","Yes",0,0.20177
50,162757,844,41,4,19.04,36,"Bachelor's","Full-time","Divorced","Yes",0,0.15535
39,208532,483,100,3,6.06,24,"High School","Self-employed","Single","No",0,1.19101
28,17119,498,106,1,4.43,60,"PhD","Full-time","Divorced","No",0,1.04139
26,59754,418,33,1,6.53,24,"High School","Self-employed","Married","Yes",1,0.76074
47,68314,615,26,1,19.82,12,"Master's","Self-employed","Divorced","No",1,1.39967
50,124517,745,25,2,7.37,24,"High School","Self-employed","Divorced","No",0,1.4752
29,98205,683,40,2,9.47,12,"Bachelor's","Self-employed","Divorced","No",0,1.44993
41,96491,315,9,1,12.99,60,"PhD","Part-time","Divorced","No",0,1.23748
69,111073,660,19,4,22.81,60,"Master's","Full-time","Single","Yes",0,1.00417
55,27362,477,68,4,12.59,48,"Master's","Full-time","Single","No",0,1.4775
46,113107,770,109,4,18.49,36,"PhD","Self-employed","Single","Yes",0,0.87896
35,63898,720,64,1,11.79,60,"High School","Part-time","Married","Yes",0,1.32992
48,23222,808,28,1,6.15,48,"High School","Full-time","Single","No",0,0.62901
25,20862,427,82,3,24.77,36,"Master's","Self-employed","Single","No",0,0.48728
63,22223,727,59,3,12.58,12,"PhD","Part-time","Single","No",0,0.60461
48,151792,395,49,4,16.34,36,"High School","Unemployed","Divorced","Yes",0,1.3488
41,230170,603,11,1,9.19,36,"PhD","Part-time","Divorced","No",0,1.45814
59,131755,814,102,1,5.83,48,"PhD","Part-time","Married","No",0,1.06117
49,147249,501,36,3,6.18,48,"PhD","Full-time","Married","Yes",0,0.96873
43,58974,310,96,2,12.26,48,"Master's","Part-time","Married","Yes",0,1.07894
57,107186,472,86,3,24.79,36,"Bachelor's","Full-time","Divorced","Yes",0,1.35981
41,19105,539,75,1,12.74,24,"High School","Self-employed","Married","Yes",0,0.27744
67,187086,734,60,2,6.56,12,"Master's","Part-time","Divorced","No",0,0.98975
23,175160,743,100,3,3.83,36,"Master's","Part-time","Divorced","Yes",0,0.90081
63,45839,374,55,2,2.55,60,"PhD","Full-time","Single","Yes",0,1.37292
65,108576,337,98,4,24.21,36,"Bachelor's","Self-employed","Divorced","No",0,0.98682
62,178865,397,38,2,16.29,24,"PhD","Part-time","Divorced","Yes",0,0.67161
23,228795,718,98,2,7.06,12,"Bachelor's","Self-employed","Married","No",0,0.6603
66,20480,443,56,1,12.83,48,"High School","Full-time","Married","No",0,1.49591
68,45309,633,15,2,9.82,12,"Bachelor's","Unemployed","Married","No",0,1.11114
56,99733,707,101,4,16.35,60,"PhD","Self-employed","Single","Yes",0,0.93569
24,165032,730,84,3,16.97,60,"Master's","Full-time","Single","No",0,1.23594
48,35746,583,17,1,11.91,36,"High School","Full-time","Married","No",0,1.28002
60,235987,692,53,1,19.4,60,"Master's","Self-employed","Divorced","No",0,0.5793
32,190122,509,103,2,7.13,36,"High School","Self-employed","Married","Yes",0,0.73972
56,77493,650,93,1,21.07,24,"Master's","Part-time","Divorced","No",0,1.13063
24,41398,326,36,4,5.03,12,"Master's","Part-time","Married","No",0,0.25443
56,227851,659,37,2,23.49,36,"High School","Self-employed","Divorced","Yes",0,0.86591
40,225195,401,17,2,23.75,24,"High School","Unemployed","Married","No",1,0.52023
44,133984,380,58,2,11.28,36,"Master's","Self-employed","Married","Yes",0,0.99938
66,231201,466,15,3,11.17,12,"PhD","Part-time","Married","Yes",0,0.50836
69,23239,536,69,3,10.52,48,"PhD","Unemployed","Married","Yes",0,1.0292
35,17666,421,117,1,14.44,24,"Master's","Part-time","Divorced","No",0,1.45719
57,79624,579,74,4,11.98,48,"Master's","Self-employed","Single","Yes",0,0.92849
58,10921,443,85,2,24.58,60,"Master's","Full-time","Divorced","Yes",0,0.50447
37,35269,819,12,1,16.55,12,"Master's","Self-employed","Divorced","Yes",0,0.69791
18,97655,696,17,3,19.45,24,"High School","Part-time","Single","No",1,0.49007
39,109752,337,31,4,8.21,48,"Bachelor's","Self-employed","Divorced","No",0,1.2547
44,91114,348,22,4,19.84,12,"Master's","Part-time","Single","Yes",0,1.32365
50,41165,553,93,4,11.33,36,"Bachelor's","Part-time","Single","Yes",0,0.48071
35,31411,419,37,2,10.66,48,"Bachelor's","Part-time","Single","Yes",0,0.57515
39,152815,578,9,1,24.75,24,"High School","Self-employed","Divorced","No",0,1.47878
52,67324,521,91,2,16.87,48,"Master's","Self-employed","Divorced","Yes",0,0.56384
33,198650,773,108,3,3.23,36,"Master's","Self-employed","Married","Yes",0,1.12991
33,8430,593,75,4,22.47,48,"Bachelor's","Full-time","Single","Yes",0,0.28553
66,6832,539,75,2,20.67,24,"Master's","Unemployed","Single","Yes",0,1.23737
57,11241,356,9,2,20.62,24,"PhD","Self-employed","Single","Yes",0,0.40971
21,40516,451,6,2,16.9,24,"Bachelor's","Part-time","Divorced","No",0,0.24213
49,185006,325,48,2,12.13,24,"Master's","Part-time","Divorced","Yes",0,1.08483
57,161674,651,11,2,24.8,24,"Master's","Self-employed","Single","No",1,1.46334
34,247922,334,111,2,14.26,48,"High School","Unemployed","Married","Yes",0,0.5556
40,167139,354,11,1,12.24,12,"PhD","Self-employed","Single","Yes",0,0.68686
28,213247,817,63,1,11.37,48,"Bachelor's","Unemployed","Single","No",0,0.93603
29,220324,798,19,4,2.46,36,"Master's","Unemployed","Single","No",0,0.37429
46,157275,619,8,2,22.67,12,"High School","Self-employed","Married","No",1,0.58802
38,73597,357,108,2,24.65,24,"Bachelor's","Self-employed","Married","No",0,0.72138
39,99622,551,83,3,9.69,12,"Master's","Full-time","Married","Yes",0,1.47836
67,182826,710,96,4,17.65,48,"Bachelor's","Unemployed","Married","No",0,1.16967
39,162328,735,4,2,23.7,48,"Master's","Unemployed","Divorced","No",1,1.0431
30,233689,729,71,3,15.18,24,"PhD","Self-employed","Married","No",0,0.23673
42,128277,459,32,4,4.92,36,"PhD","Full-time","Married","Yes",0,0.58909
24,241078,755,43,4,16.87,24,"PhD","Self-employed","Married","Yes",1,1.32802
52,78748,823,101,1,7.72,24,"Bachelor's","Unemployed","Single","Yes",0,0.9127
61,31922,334,19,3,4,12,"Master's","Full-time","Single","Yes",0,0.67139
39,29030,685,115,1,24.72,24,"Bachelor's","Part-time","Divorced","No",0,0.77496
35,174329,583,71,2,23.77,36,"High School","Unemployed","Divorced","Yes",0,0.93284
50,149208,706,111,3,13.05,24,"Master's","Unemployed","Married","Yes",0,0.55554
65,178834,324,18,4,13.1,60,"Bachelor's","Full-time","Single","No",0,1.26272
21,175053,436,26,4,11.83,24,"High School","Part-time","Single","No",0,0.99612
58,123475,639,52,4,7.13,12,"High School","Full-time","Married","Yes",0,1.377
36,98898,718,48,1,12.1,60,"Master's","Unemployed","Married","Yes",0,0.97992
55,168440,799,107,4,11.05,24,"Master's","Self-employed","Single","Yes",1,0.53994
32,161855,555,20,4,10.41,12,"Bachelor's","Full-time","Single","Yes",0,0.79676
44,189277,831,63,4,19.35,36,"PhD","Unemployed","Married","No",0,0.4336
31,111091,693,10,1,6.08,12,"PhD","Part-time","Married","Yes",0,1.47318
22,235348,405,118,2,7.42,48,"PhD","Part-time","Single","No",1,0.49444
25,128358,364,62,2,4.59,24,"High School","Unemployed","Divorced","Yes",0,0.46798
33,5739,505,105,1,16.43,36,"PhD","Full-time","Divorced","Yes",0,0.56365
59,135175,361,30,1,11.37,24,"Bachelor's","Part-time","Single","No",0,0.4409
30,221453,843,50,3,23.31,36,"High School","Unemployed","Divorced","No",0,1.04532
31,79623,747,79,4,13.07,60,"Master's","Self-employed","Single","Yes",0,0.83563
60,174800,429,48,1,18.24,48,"Master's","Unemployed","Divorced","No",0,0.44317
52,84358,426,76,4,18.95,48,"High School","Self-employed","Single","No",0,0.82456
52,33327,314,90,2,18.3,60,"Bachelor's","Part-time","Married","No",0,0.93857
30,42451,467,25,1,6.37,36,"PhD","Part-time","Single","Yes",1,0.8567
58,205023,654,108,1,23.35,24,"PhD","Part-time","Divorced","No",1,0.88242
22,159178,583,113,2,21.32,36,"Bachelor's","Part-time","Divorced","Yes",0,1.48824
44,86251,824,96,1,23.03,24,"High School","Part-time","Divorced","Yes",1,0.88156
52,221747,841,57,4,20.02,12,"Bachelor's","Full-time","Divorced","No",0,0.7261
66,203641,800,30,4,17.82,36,"Master's","Unemployed","Single","Yes",0,0.713
47,27486,389,13,4,5.8,24,"PhD","Part-time","Divorced","Yes",0,1.03991
37,214274,541,115,2,20.29,48,"Master's","Self-employed","Single","Yes",0,0.85166
38,142819,840,32,1,13.78,48,"PhD","Unemployed","Single","Yes",0,0.96994
53,90173,555,41,4,8.96,24,"High School","Self-employed","Divorced","Yes",0,0.74031
19,91190,601,23,1,11.72,48,"High School","Full-time","Married","Yes",0,0.22765
19,203558,427,34,4,3.15,48,"Master's","Self-employed","Single","Yes",0,0.56065
63,214854,392,63,1,5.73,24,"High School","Unemployed","Divorced","No",0,1.33282
30,99660,837,20,2,8.32,36,"High School","Full-time","Single","Yes",0,1.46819
38,57350,588,11,4,21.38,60,"Bachelor's","Unemployed","Married","No",1,0.86156
53,246387,392,9,3,13.87,12,"Master's","Unemployed","Married","Yes",0,0.37317
59,35534,376,93,3,5.16,24,"Bachelor's","Unemployed","Married","Yes",0,1.2377
55,105183,466,104,1,6.88,60,"Master's","Part-time","Single","Yes",0,0.60078
39,246026,331,28,1,8.55,24,"Bachelor's","Self-employed","Single","No",0,0.42061
19,59976,367,11,3,11.86,48,"PhD","Unemployed","Married","No",0,0.23342
60,239788,828,85,4,21.43,48,"Master's","Full-time","Single","No",0,0.2678
37,48809,334,35,4,10.62,60,"Master's","Self-employed","Married","No",0,1.13373
59,141574,322,29,4,6,24,"PhD","Part-time","Divorced","Yes",0,1.32473
25,159986,523,57,4,18.05,36,"Bachelor's","Self-employed","Single","Yes",1,0.73913
68,63110,533,64,4,22.17,36,"High School","Full-time","Single","Yes",0,1.02044
30,170400,407,50,1,6.15,60,"High School","Full-time","Divorced","No",0,0.76371
48,34449,808,92,2,12.83,12,"Bachelor's","Full-time","Married","Yes",0,1.46178
54,151763,819,118,3,7.1,24,"Master's","Self-employed","Married","Yes",0,0.73015
62,202260,786,97,1,10.47,12,"High School","Part-time","Divorced","No",0,0.87162
57,89704,617,71,4,18.53,24,"High School","Self-employed","Married","Yes",0,1.21162
61,228512,759,0,3,4.43,12,"Master's","Part-time","Single","Yes",0,1.15676
32,170220,570,74,1,7.99,48,"PhD","Full-time","Single","Yes",0,0.65376
58,131427,662,106,2,12.48,60,"High School","Self-employed","Married","Yes",0,1.08119
18,177300,788,43,1,16.15,60,"Master's","Full-time","Single","No",0,0.4893
33,143691,735,115,2,11.62,12,"PhD","Self-employed","Married","No",0,1.14573
53,193313,441,48,1,7.85,12,"High School","Unemployed","Single","No",0,0.55583
43,161149,673,5,4,21.38,60,"Master's","Unemployed","Single","No",1,0.42534
55,177075,792,112,1,10.33,12,"Master's","Self-employed","Single","No",0,1.33164
59,137164,455,15,4,23.56,48,"Bachelor's","Full-time","Divorced","Yes",0,1.32686
24,121436,326,21,4,19.89,48,"PhD","Part-time","Divorced","No",0,1.34633
57,26195,749,71,1,21.61,36,"Master's","Self-employed","Single","Yes",0,0.16083
58,109742,630,119,2,9.39,12,"High School","Unemployed","Single","Yes",0,0.29758
29,216439,758,31,2,21.03,36,"PhD","Part-time","Divorced","No",0,0.39495
39,84051,721,118,3,7.82,48,"Bachelor's","Part-time","Single","Yes",0,1.35786
25,102423,738,98,1,17.02,48,"Master's","Unemployed","Married","Yes",0,0.99377
21,65883,546,38,3,5.08,24,"PhD","Unemployed","Divorced","Yes",1,0.70732
35,81250,465,16,1,20.27,24,"Bachelor's","Full-time","Divorced","No",0,0.32269
67,60304,423,27,4,15.78,36,"High School","Full-time","Married","No",0,0.9772
20,137259,777,53,4,17.29,48,"Master's","Self-employed","Divorced","No",1,1.10571
60,124705,344,83,1,7.8,24,"High School","Part-time","Married","Yes",0,0.27813
22,136864,830,112,1,20.89,48,"PhD","Full-time","Divorced","Yes",0,0.47403
46,193903,630,64,1,20.33,24,"PhD","Full-time","Divorced","No",0,0.9282
38,45443,510,16,1,5.11,12,"PhD","Part-time","Single","Yes",0,0.78215
42,29269,504,93,3,16.51,48,"Master's","Unemployed","Married","Yes",1,0.53971
49,140242,425,56,4,17.16,24,"Bachelor's","Full-time","Single","No",0,0.88269
68,148965,753,78,1,19.91,24,"High School","Unemployed","Married","No",1,0.47461
54,141599,649,111,2,19.49,60,"High School","Full-time","Single","Yes",0,0.85043
19,196934,836,30,3,19.54,24,"Master's","Self-employed","Divorced","Yes",0,1.32055
41,152526,396,49,1,15.2,60,"High School","Part-time","Married","Yes",0,0.97275
27,41357,572,119,1,20.25,36,"High School","Full-time","Single","Yes",0,0.21887
46,231106,426,70,2,7.93,36,"Bachelor's","Unemployed","Married","No",0,0.69617
42,48154,731,71,3,8.07,24,"PhD","Unemployed","Married","No",0,1.01257
46,225102,772,14,2,17.39,12,"Master's","Self-employed","Married","No",0,1.21408
64,85412,608,70,1,24.09,48,"PhD","Part-time","Divorced","No",0,0.16168
22,207806,713,74,4,7.9,12,"Bachelor's","Full-time","Married","No",0,1.17442
61,239855,498,117,3,19.38,12,"Bachelor's","Unemployed","Single","Yes",0,0.67646
43,204400,421,48,3,6.62,36,"Master's","Unemployed","Married","No",0,1.48018
57,122748,519,62,2,7.44,24,"Bachelor's","Self-employed","Divorced","Yes",0,0.19639
26,138174,358,91,2,16.46,36,"PhD","Unemployed","Single","No",0,1.17947
39,141203,792,26,2,24.96,36,"Master's","Unemployed","Single","Yes",0,0.16948
57,176033,809,70,3,3.52,60,"Bachelor's","Unemployed","Single","Yes",0,0.8657
37,205997,496,102,1,11.29,48,"Master's","Unemployed","Married","Yes",0,0.47724
26,115497,343,20,1,17.31,36,"Master's","Self-employed","Divorced","No",0,0.44497
18,56498,561,114,3,9.61,36,"PhD","Full-time","Divorced","Yes",0,0.38849
59,7877,315,6,4,12.81,36,"High School","Unemployed","Divorced","No",0,0.79766
54,242903,507,14,1,22.96,24,"PhD","Full-time","Single","Yes",0,1.03059
63,95188,435,19,1,24.65,60,"Master's","Full-time","Divorced","No",0,1.13423
54,26370,519,71,2,4.29,24,"Bachelor's","Self-employed","Divorced","No",0,0.98795
49,219366,817,41,1,8.13,48,"Master's","Part-time","Single","No",0,0.27791
43,53987,548,111,3,22.32,12,"High School","Full-time","Married","No",0,0.37976
49,65742,447,11,1,5.92,36,"High School","Unemployed","Divorced","Yes",0,1.15657
59,78559,626,30,3,4.84,60,"High School","Full-time","Married","No",0,0.17395
62,41651,668,106,3,19.99,12,"Master's","Part-time","Single","Yes",0,1.43661
34,99155,608,73,3,15.1,12,"Bachelor's","Self-employed","Divorced","No",0,1.29577
55,227250,694,69,2,12.5,60,"PhD","Unemployed","Divorced","Yes",0,0.96421
48,113641,394,113,4,9.83,24,"Bachelor's","Self-employed","Married","Yes",0,0.68015
45,49666,398,22,3,4.28,36,"PhD","Part-time","Divorced","No",0,0.37154
62,132861,606,52,1,24.91,36,"High School","Unemployed","Divorced","Yes",0,0.24664
31,199531,696,91,4,10.45,48,"High School","Unemployed","Divorced","Yes",0,0.78147
58,84216,575,72,4,23.96,12,"Bachelor's","Self-employed","Single","No",1,1.23222
50,201370,413,81,2,16.5,60,"Master's","Unemployed","Single","No",0,0.77755
35,236814,630,65,4,18.18,48,"Master's","Part-time","Single","Yes",0,0.57177
50,64123,697,7,2,12.12,12,"Master's","Part-time","Single","Yes",0,0.92317
52,167492,510,29,1,5.17,12,"Master's","Part-time","Single","No",0,0.80558
34,214315,349,46,3,24.49,48,"PhD","Full-time","Single","No",1,1.14468
49,160451,505,111,2,3.65,24,"Bachelor's","Part-time","Divorced","Yes",0,1.03026
25,20172,396,101,2,19.22,24,"Bachelor's","Self-employed","Single","Yes",0,0.45092
37,226245,669,79,1,16.33,36,"PhD","Full-time","Married","Yes",1,0.30128
33,93173,409,27,1,18.03,48,"PhD","Full-time","Single","Yes",1,1.37758
37,246018,643,4,1,21,36,"Master's","Full-time","Divorced","Yes",1,0.84954
22,208723,316,119,1,13.06,12,"PhD","Part-time","Divorced","Yes",0,1.19411
67,216387,820,42,3,23.12,60,"High School","Full-time","Married","No",1,0.63432
64,60004,413,53,4,21.22,36,"PhD","Unemployed","Married","Yes",0,1.49922
68,83871,566,1,4,11.59,12,"Master's","Unemployed","Single","No",0,1.12288
64,184112,704,85,4,4.94,60,"Bachelor's","Full-time","Single","Yes",0,0.93732
34,60699,666,45,3,15.38,36,"Master's","Self-employed","Single","Yes",1,0.67466
66,54452,714,72,3,18.31,48,"PhD","Full-time","Divorced","Yes",0,0.53254
68,63484,806,83,1,9.76,12,"PhD","Self-employed","Divorced","Yes",0,0.89647
18,151932,556,34,4,24.58,60,"PhD","Self-employed","Single","Yes",0,0.82188
54,173680,559,69,3,19.29,48,"Bachelor's","Self-employed","Single","No",0,0.19527
49,8713,391,10,4,21.76,36,"High School","Self-employed","Single","No",0,0.27987
36,200993,474,118,3,22.42,60,"PhD","Part-time","Divorced","No",0,0.63385
45,243423,581,80,4,19.68,24,"PhD","Self-employed","Married","No",0,0.88978
64,165270,574,49,1,3.46,24,"High School","Full-time","Single","Yes",0,1.30204
19,15309,444,113,2,7.97,24,"Master's","Unemployed","Single","Yes",0,0.51779
54,242215,729,101,1,12.97,36,"PhD","Self-employed","Single","Yes",0,0.73539
60,238979,386,115,1,10.37,36,"Master's","Unemployed","Divorced","Yes",0,0.90393
42,210307,759,75,4,16.91,60,"High School","Unemployed","Married","Yes",0,0.21384
66,86782,678,5,3,15.42,48,"Master's","Self-employed","Married","Yes",0,0.88201
31,30844,484,104,1,3.64,36,"Bachelor's","Part-time","Divorced","No",0,1.00119
24,98546,839,76,1,23.68,24,"Master's","Unemployed","Single","Yes",1,0.19683
39,46633,614,98,3,9.8,24,"Master's","Full-time","Divorced","Yes",0,0.65007
32,20510,331,41,4,2.02,60,"Bachelor's","Part-time","Single","No",0,1.28666
69,59199,699,84,4,10.77,24,"Bachelor's","Full-time","Married","No",0,0.31863
39,199719,341,90,4,18.59,24,"High School","Unemployed","Single","Yes",0,0.90926
19,51678,752,42,3,10.95,24,"High School","Self-employed","Single","No",0,0.7298
37,81886,462,84,3,21.49,60,"PhD","Self-employed","Divorced","Yes",0,0.33252
64,189473,306,65,1,9.45,48,"Bachelor's","Part-time","Divorced","No",0,1.37134
57,136200,715,30,1,5.92,36,"Master's","Part-time","Single","Yes",0,0.19768
58,95083,826,72,1,11.6,36,"Master's","Full-time","Single","No",0,0.8484
59,118969,540,108,3,13.78,24,"PhD","Self-employed","Divorced","Yes",0,0.682
52,144424,843,29,2,20.55,36,"Master's","Self-employed","Married","No",0,0.35483
55,190810,304,75,1,2.16,12,"Bachelor's","Self-employed","Single","No",0,1.10335
69,203681,661,108,3,6.19,12,"PhD","Self-employed","Single","No",0,0.35779
23,203435,544,72,3,24.04,24,"High School","Full-time","Single","No",0,0.57653
44,217576,577,88,1,10.63,12,"Master's","Part-time","Divorced","Yes",0,0.95341
42,72030,332,58,2,18.37,48,"Bachelor's","Unemployed","Married","Yes",0,1.44203
28,220120,777,42,2,19.81,48,"High School","Unemployed","Divorced","No",0,1.42561
22,66654,380,107,4,18.32,48,"Master's","Full-time","Married","No",0,0.39235
40,244251,355,52,2,5.13,48,"PhD","Part-time","Married","Yes",0,0.2297
57,17029,827,71,3,6.89,36,"Bachelor's","Part-time","Single","Yes",0,1.21554
33,74899,547,78,2,24.5,24,"PhD","Self-employed","Married","No",0,0.33966
50,161489,405,20,3,15.72,60,"Bachelor's","Unemployed","Single","Yes",0,0.43741
55,79641,537,19,2,15.17,24,"Bachelor's","Self-employed","Single","Yes",0,1.4793
21,154741,683,46,4,11.09,12,"Bachelor's","Unemployed","Married","Yes",0,0.785
29,21196,634,29,1,15.28,24,"High School","Self-employed","Married","No",0,1.14197
26,151554,361,65,2,15.42,48,"Bachelor's","Unemployed","Divorced","Yes",0,1.11354
27,48144,367,64,4,14.05,36,"Master's","Part-time","Single","No",1,0.32819
25,228147,376,92,1,8.9,48,"Bachelor's","Part-time","Single","Yes",1,0.15156
49,56336,350,117,2,11.92,36,"Bachelor's","Self-employed","Married","Yes",0,1.37452
62,214895,668,61,4,20.16,36,"Bachelor's","Part-time","Married","Yes",0,0.57045
69,214330,849,74,1,9.43,36,"High School","Full-time","Single","No",1,0.16393
57,122850,363,5,3,11.17,36,"High School","Full-time","Single","Yes",1,0.46376
47,236457,497,104,2,9.62,48,"High School","Unemployed","Divorced","No",0,1.35342
44,132889,560,80,2,22.38,36,"Master's","Unemployed","Married","No",0,0.92745
52,20333,352,110,1,22.45,36,"High School","Part-time","Single","Yes",1,0.4124
63,244523,820,5,4,14.75,12,"High School","Full-time","Single","No",0,0.34173
35,152866,543,3,2,12.67,60,"Master's","Part-time","Married","No",0,1.36087
48,156314,717,107,4,2.03,12,"High School","Unemployed","Married","No",0,1.27928
39,62047,348,14,1,21.48,24,"High School","Full-time","Married","No",0,0.47294
28,69563,563,32,1,23.12,24,"PhD","Self-employed","Single","No",0,1.02104
67,225566,646,56,4,5.88,36,"High School","Unemployed","Married","Yes",0,1.23635
66,32954,364,73,4,19.66,12,"High School","Part-time","Married","Yes",0,0.37178
31,32752,379,0,2,21.97,48,"High School","Part-time","Divorced","Yes",0,1.27762
43,68567,321,64,2,4.39,60,"PhD","Unemployed","Single","No",0,1.01274
64,77759,558,39,3,21.45,60,"Master's","Self-employed","Single","No",0,1.20497
39,235246,815,110,3,20.54,36,"PhD","Unemployed","Divorced","No",0,1.18441
48,205961,370,113,3,22.55,24,"Bachelor's","Self-employed","Married","Yes",0,1.31526
66,52082,771,104,2,24.13,60,"PhD","Unemployed","Divorced","Yes",0,0.18145
49,25175,631,78,3,16.81,60,"High School","Unemployed","Married","No",0,1.48826
64,187099,370,16,3,10.36,24,"Master's","Full-time","Married","No",0,0.17595
44,117583,554,51,1,11.55,60,"Master's","Self-employed","Married","Yes",0,1.14541
64,192270,791,70,3,8.67,24,"Bachelor's","Unemployed","Married","Yes",0,1.49206
68,163180,449,16,1,17.48,12,"PhD","Full-time","Divorced","No",0,0.21903
66,206251,454,112,1,2.58,60,"Master's","Unemployed","Married","No",0,1.48745
